cohort,sample_id,immune_score,stromal_score,estimate_score,tumor_purity,n_immune_genes_covered,n_stromal_genes_covered
Mariathasan,P10031,0.3385822235642181,0.12045825895606212,0.4590404825202802,0.6024022289334426,140,138
Mariathasan,P10033,0.1802604526649496,0.1062841301474682,0.2865445828124178,0.7710076898243134,140,138
Mariathasan,P10347,0.1727245228894015,-0.020351630726945125,0.15237289216245636,0.8735101037576672,140,138
Mariathasan,P10225,0.03036830712276555,-0.05358090220097059,-0.02321259507820504,0.9636841201797361,140,138
Mariathasan,P10297,0.17077700832461581,0.1719056032380864,0.3426826115627022,0.7203421617816741,140,138
Mariathasan,P10236,0.24027572125758986,0.11721346714357145,0.3574891884011613,0.7062710029709418,140,138
Mariathasan,P10365,0.03822854451716942,-0.05602447734944885,-0.017795932832279426,0.9616966122914411,140,138
Mariathasan,P10074,0.33238964476317556,0.1617332729626806,0.49412291772585615,0.5637618631662825,140,138
Mariathasan,P10062,0.25361235288900685,0.12923824400278663,0.38285059689179346,0.6815109319336368,140,138
Mariathasan,P10005,0.25814368066770443,0.12045624150094886,0.3785999221686533,0.685717850733479,140,138
Mariathasan,P10133,0.030601573473051657,-0.05315507476740659,-0.022553501294354936,0.9634450585729865,140,138
Mariathasan,P10092,0.13511789708370797,0.04094882807954059,0.17606672516324856,0.8574207498018604,140,138
Mariathasan,P10117,0.23726428708074346,0.140317940824309,0.37758222790505247,0.6867216938410614,140,138
Mariathasan,P10268,0.23525328443089166,0.1474736008186841,0.38272688524957577,0.6816336907018576,140,138
Mariathasan,P10206,0.3074519408549543,0.16758196469820866,0.47503390555316294,0.5849506851687729,140,138
Mariathasan,P10069,0.10564138467954713,0.048608040762334506,0.15424942544188164,0.872268506067657,140,138
Mariathasan,P10198,0.18127339601941758,0.03515741365850594,0.21643080967792352,0.8279826240616164,140,138
Mariathasan,P10034,0.1599915879140867,0.05370012303214202,0.21369171094622874,0.8300597607066755,140,138
Mariathasan,P10125,0.21960516718870543,0.034766682527239745,0.2543718497159452,0.798048747527978,140,138
Mariathasan,P10024,0.1748235138523412,0.09890081015285253,0.27372432400519375,0.7819618597343074,140,138
Mariathasan,P10191,0.198618694559428,0.056559580160628335,0.25517827472005633,0.7973892987865249,140,138
Mariathasan,P10045,0.09308173389017843,0.0009012646359013413,0.09398299852607978,0.909278419225445,140,138
Mariathasan,P10356,0.08627421323951252,0.05191815507407381,0.13819236831358633,0.882709131055444,140,138
Mariathasan,P10241,0.20715135112963917,0.12439192871484327,0.33154327984448245,0.7307371090805599,140,138
Mariathasan,P10048,0.21220457690224817,0.1197473835729402,0.3319519604751884,0.7303586705027977,140,138
Mariathasan,P10083,0.007510117654864076,-0.06531889407771674,-0.05780877642285266,0.9751474680327419,140,138
Mariathasan,P10372,0.16986271171176243,0.09660785778378105,0.2664705694955435,0.788055294333968,140,138
Mariathasan,P10185,0.13677819343947242,-0.01972450311855898,0.11705369032091345,0.8958150444401839,140,138
Mariathasan,P10292,0.21552383218164975,0.06714333949611083,0.28266717167776056,0.7743454470801999,140,138
Mariathasan,P10349,0.034265230840367526,-0.023185040863741672,0.011080189976625854,0.9502283838852911,140,138
Mariathasan,P10138,0.2633092894021687,0.1389208244554937,0.4022301138576624,0.662046073248751,140,138
Mariathasan,P10325,0.14963306770388982,0.028335312360847468,0.17796838006473728,0.8560908305044976,140,138
Mariathasan,P10311,0.05603759302009432,-0.06147669559719651,-0.005439102577102194,0.9569685631634041,140,138
Mariathasan,P10140,0.24484325349254493,0.04396780888029499,0.28881106237283993,0.7690467790491744,140,138
Mariathasan,P10108,0.1029417948492401,-0.10142818333951983,0.001513611509720264,0.9541900583201967,140,138
Mariathasan,P10018,0.2404343976797885,0.15649630325621738,0.3969307009360059,0.6674148135042863,140,138
Mariathasan,P10263,0.18028203108816765,0.1217048146211113,0.3019868457092789,0.7575040902935096,140,138
Mariathasan,P10106,0.24450864895894903,0.17117817392270826,0.41568682288165726,0.648260329391193,140,138
Mariathasan,P10215,0.2259852359717275,0.08868286639742755,0.31466810236915504,0.7461662174770056,140,138
Mariathasan,P10341,0.15412143020373895,-0.018180296037683574,0.13594113416605538,0.8841395902089663,140,138
Mariathasan,P10115,0.17404391790466883,0.05285964197348311,0.22690355987815194,0.8199357547742515,140,138
Mariathasan,P10254,0.10820928787372823,0.09134227039871998,0.1995515582724482,0.8405998592745034,140,138
Mariathasan,P10047,0.1231839457655186,-0.032409105913167445,0.09077483985235116,0.9110804172675229,140,138
Mariathasan,P10017,0.09348524285659743,-0.047132068946477854,0.046353173910119574,0.934244903385527,140,138
Mariathasan,P10085,0.3379458852053214,0.05580149044668679,0.3937473756520082,0.6706232303527213,140,138
Mariathasan,P10266,0.05197376722643916,-0.06926033154975539,-0.017286564323316225,0.9615070415797978,140,138
Mariathasan,P10129,0.14566450953819235,-0.02229541306877203,0.12336909646942032,0.8919761371543559,140,138
Mariathasan,P10096,0.19221387665376535,0.05053607119990914,0.24274994785367449,0.8074461065371294,140,138
Mariathasan,P10021,0.015338890261231372,-0.061221855513702315,-0.045882965252470945,0.9714370673450049,140,138
Mariathasan,P10310,0.06732755483187262,-0.027126838685707536,0.04020071614616509,0.9371877709721398,140,138
Mariathasan,P10209,0.08739302587473721,-0.014202757120365044,0.07319026875437216,0.9206503610798585,140,138
Mariathasan,P10040,0.1433459553579552,0.04656268692898508,0.18990864228694027,0.8476106920894608,140,138
Mariathasan,P10003,0.13508667941649283,-0.013365158389428205,0.12172152102706463,0.892983957477063,140,138
Mariathasan,P10010,0.2118856596068959,0.09277523059615123,0.3046608902030471,0.7551318453527984,140,138
Mariathasan,P10001,0.25501100483845635,0.1858564368412061,0.4408674416796624,0.6218877653737275,140,138
Mariathasan,P10313,0.18019369337505467,0.16246191511055233,0.342655608485607,0.7203675600834322,140,138
Mariathasan,P10371,0.11351643874852038,0.06571150803275304,0.1792279467812734,0.8552068198220819,140,138
Mariathasan,P10203,0.0035931694926094183,-0.052518110772181374,-0.048924941279571955,0.9724076747623908,140,138
Mariathasan,P10122,0.0618507518320059,-0.0052450211872095455,0.05660573064479635,0.9291964879998852,140,138
Mariathasan,P10157,0.2592380358239643,0.0802694604699241,0.33950749629388843,0.7233219525197431,140,138
Mariathasan,P10184,0.1546533301264392,0.05635227307086093,0.21100560319730013,0.8320855911316898,140,138
Mariathasan,P10131,0.20543144273824737,0.14322737230589344,0.3486588150441408,0.714697420285169,140,138
Mariathasan,P10013,0.08453657944264063,-0.026228870614173148,0.05830770882846749,0.9283410152084919,140,138
Mariathasan,P10251,0.046177185037479085,-0.06004207791331964,-0.013864892875840557,0.9602217178983894,140,138
Mariathasan,P10300,0.22698807979919486,0.1372615143463476,0.3642495941455425,0.699751351944236,140,138
Mariathasan,P10020,0.23268402447965156,0.15811244143888162,0.3907964659185332,0.6735862395235876,140,138
Mariathasan,P10189,0.10716337097201757,0.011042164063351945,0.11820553503536951,0.8951197701970152,140,138
Mariathasan,P10019,0.2759021727501566,0.22025738642028544,0.4961595591704421,0.5614786362621939,140,138
Mariathasan,P10205,0.274037069078085,0.0719341725555924,0.34597124163367743,0.717241761284414,140,138
Mariathasan,P10256,0.21121531688906156,0.1129465716310364,0.324161888520098,0.7375335357783612,140,138
Mariathasan,P10337,0.20112419523027902,0.10382924067106843,0.30495343590134744,0.7548717139916199,140,138
Mariathasan,P10335,0.23583937317902462,0.07792281830148687,0.3137621914805115,0.7469835194713383,140,138
Mariathasan,P10136,0.21915695323519918,0.1328637007575693,0.3520206539927685,0.7115013881762438,140,138
Mariathasan,P10187,0.11636342998032055,0.09728275914505673,0.21364618912537728,0.8300941845365861,140,138
Mariathasan,P10277,0.20964921604991604,0.08897936617742533,0.29862858222734134,0.7604692182907355,140,138
Mariathasan,P10367,0.19714684984914377,0.006956832541802439,0.2041036823909462,0.8372402449779913,140,138
Mariathasan,P10265,0.2296141616438594,0.07243655421176823,0.3020507158556276,0.7574475446852685,140,138
Mariathasan,P10151,0.1374290505683462,0.09343636302783805,0.23086541359618423,0.8168484133860499,140,138
Mariathasan,P10127,0.14159318405457685,0.041664965559851976,0.18325814961442882,0.8523615232013707,140,138
Mariathasan,P10253,0.09542395761317911,-0.030631587093890786,0.06479237051928832,0.9250363270508598,140,138
Mariathasan,P10262,0.16734678373842293,0.15049368153491682,0.31784046527333976,0.7432952815385865,140,138
Mariathasan,P10252,0.15966593871724932,0.03437682266594514,0.19404276138319446,0.8446226808995944,140,138
Mariathasan,P10109,0.15302333268135818,0.022820163451343762,0.17584349613270195,0.8575764908911437,140,138
Mariathasan,P10196,0.14103007004782592,0.024582664627181602,0.16561273467500753,0.8646296679942512,140,138
Mariathasan,P10167,0.18357201266507644,0.07014607510045402,0.25371808776553045,0.7985826566354584,140,138
Mariathasan,P10098,0.06239891613625212,-0.02514407375281828,0.03725484238343384,0.938573769714844,140,138
Mariathasan,P10176,0.09839616932417533,0.008228693125814571,0.10662486244998991,0.9020103922959692,140,138
Mariathasan,P10333,0.22073991222220335,0.12016208537980537,0.34090199760200873,0.7220148852951287,140,138
Mariathasan,P10145,0.15781283012557792,0.11678210437286322,0.27459493449844113,0.7812254161414709,140,138
Mariathasan,P10042,0.08076285444350577,-0.02277433441768271,0.057988520025823054,0.9285018273573753,140,138
Mariathasan,P10227,0.14351780391551272,0.13020454801032977,0.2737223519258425,0.7819635266662154,140,138
Mariathasan,P10058,0.2300257973097751,0.13182497550243177,0.3618507728122069,0.7020715052426564,140,138
Mariathasan,P10370,0.24958107132513727,0.14372179945058108,0.39330287077571835,0.6710702459345945,140,138
Mariathasan,P10232,0.12646414524568153,0.0055404506842948635,0.1320045959299764,0.8866211008835491,140,138
Mariathasan,P10368,0.2518808989846839,0.10398007367084441,0.3558609726555283,0.7078323850671224,140,138
Mariathasan,P10369,0.14255203037101033,0.021170320392226653,0.163722350763237,0.8659147395438404,140,138
Mariathasan,P10097,0.18235616241590047,0.11890289622982635,0.30125905864572683,0.7581480143755183,140,138
Mariathasan,P10348,0.20153102136519072,0.10413181869341026,0.305662840058601,0.7542404192263427,140,138
Mariathasan,P10086,0.24558820783586857,0.16560857163620699,0.41119677947207556,0.6528843852389209,140,138
Mariathasan,P10134,0.23908838365808374,0.15878427251736235,0.3978726561754461,0.6664630463512273,140,138
Mariathasan,P10011,0.17555070079322888,0.06551802893970088,0.24106872973292975,0.8087889740613184,140,138
Mariathasan,P10171,0.20419601665789036,0.07800718728971698,0.28220320394760734,0.7747434080012675,140,138
Mariathasan,P10216,0.34158123521993095,0.08514047425465547,0.42672170947458643,0.6367943339708122,140,138
Mariathasan,P10361,0.010780749593344829,-0.0431127081683079,-0.03233195857496307,0.9669127325121589,140,138
Mariathasan,P10071,0.18186104536505782,0.15886815984018487,0.3407292052052427,0.7221769839872935,140,138
Mariathasan,P10008,0.2115844980493468,0.18825999566444365,0.39984449371379044,0.6644671501895014,140,138
Mariathasan,P10148,0.18862935789214214,0.10351478358032525,0.29214414147246737,0.76614987680033,140,138
Mariathasan,P10162,0.16411345508926126,0.03166492912346516,0.19577838421272642,0.8433603103082944,140,138
Mariathasan,P10091,0.10349669361026602,0.05537410822546481,0.15887080183573082,0.8691867315073346,140,138
Mariathasan,P10350,0.2072182466184354,0.06427860885289477,0.2714968554713302,0.7838410964972592,140,138
Mariathasan,P10107,0.16067257159419218,0.05628013668216788,0.21695270827636007,0.8275855569568269,140,138
Mariathasan,P10082,0.19124775887912274,0.10534247555424683,0.29659023443336957,0.7622612591474727,140,138
Mariathasan,P10287,0.14869161409444615,0.11890940462678214,0.26760101872122827,0.7871106739059683,140,138
Mariathasan,P10285,0.07507423300854646,-0.008614880415850635,0.06645935259269582,0.9241752383707496,140,138
Mariathasan,P10285_1,0.09793532623996118,0.038232657000812485,0.13616798324077367,0.8839958208864643,140,138
Mariathasan,P10078,0.15308865910234284,0.05346123454542949,0.20654989364777232,0.8354216755656306,140,138
Mariathasan,P10328,0.23956947708156867,0.1656706062136597,0.40524008329522837,0.6589814847452702,140,138
Mariathasan,P10049,0.07726920386661287,0.00922194098112812,0.086491144847741,0.9134596460508212,140,138
Mariathasan,P10056,0.27093207812106396,0.1370607036768613,0.40799278179792525,0.6561692230463443,140,138
Mariathasan,P10046,0.21416953583694495,0.11482430488655963,0.32899384072350457,0.7330928201086231,140,138
Mariathasan,P10267,0.18697244641321883,0.03279850173933418,0.21977094815255302,0.8254342463929709,140,138
Mariathasan,P10208,0.21310472286539314,0.14946692229071046,0.36257164515610363,0.701375053206768,140,138
Mariathasan,P10250,0.1758966041077701,0.04041349256733228,0.2163100966751024,0.82807440500551,140,138
Mariathasan,P10064,0.17008643321188843,0.18016328675692497,0.3502497199688134,0.7131868265592056,140,138
Mariathasan,P10233,0.2322674711544637,0.020264567858662003,0.2525320390131257,0.7995496669790488,140,138
Mariathasan,P10226,0.19328815298547652,0.1803796846137275,0.373667837599204,0.6905706011473369,140,138
Mariathasan,P10327,0.1148868262013464,0.06421373059188663,0.17910055679323303,0.8552963402972137,140,138
Mariathasan,P10113,0.14818087317730053,0.12352370103567378,0.27170457421297434,0.7836661536088361,140,138
Mariathasan,P10336,0.2976355597196101,0.17731560661353482,0.47495116633314494,0.5850416828536175,140,138
Mariathasan,P10124,0.10007937507152136,0.051030332661338475,0.15110970773285984,0.8743426978061033,140,138
Mariathasan,P10065,0.2701205180186492,0.12792815724048182,0.398048675259131,0.66628507312565,140,138
Mariathasan,P10039,0.10472918619159087,-0.025162241263603155,0.07956694492798772,0.9172402373508738,140,138
Mariathasan,P10200,0.18667589074375637,0.09241091118580524,0.2790868019295616,0.7774084962010408,140,138
Mariathasan,P10323,0.03585433083456073,0.013392298410872864,0.04924662924543359,0.9328383988364107,140,138
Mariathasan,P10228,0.13550366153634816,0.07543106824067437,0.21093472977702254,0.8321388936476571,140,138
Mariathasan,P10087,0.0003048780839615795,-0.0886895504817674,-0.08838467239780581,0.9834930908162614,140,138
Mariathasan,P10051,-0.020818379633918336,-0.08034295882752195,-0.10116133846144028,0.9864803719593013,140,138
Mariathasan,P10360,0.1969470000362823,0.15053284189641203,0.3474798419326943,0.7158147315839738,140,138
Mariathasan,P10139,0.15585146912433143,0.03577455094811895,0.1916260200724504,0.8463726546948376,140,138
Mariathasan,P10279,0.18329901536218998,0.06067300608260751,0.2439720214447975,0.8064673447381993,140,138
Mariathasan,P10326,0.06792037112344106,0.013981530611223742,0.0819019017346648,0.9159743789131328,140,138
Mariathasan,P10035,0.2737072511222045,0.14052744126115457,0.4142346923833591,0.6497584387095781,140,138
Mariathasan,P10146,0.17686897825260514,0.027701013878373874,0.204569992130979,0.8368942897525369,140,138
Mariathasan,P10012,0.17296017112639514,0.15185789716327822,0.32481806828967336,0.7369323398547826,140,138
Mariathasan,P10178,0.26024997280621875,0.13166349026496152,0.39191346307118025,0.6724659285305898,140,138
Mariathasan,P10121,0.09077110912949804,0.0720306886432661,0.16280179777276416,0.8665384662538878,140,138
Mariathasan,P10212,0.1670211687260017,0.01759659334393816,0.18461776206993985,0.851395898511359,140,138
Mariathasan,P10128,0.2735763460156672,0.14582299557534154,0.4193993415910088,0.6444188464774325,140,138
Mariathasan,P10038,0.08542676476436513,0.024360509191018776,0.1097872739553839,0.9001507321492255,140,138
Mariathasan,P10332,0.3440668234424741,0.11188636651321468,0.4559531899556888,0.6057386156055844,140,138
Mariathasan,P10165,0.23220117859758746,0.1650447126988818,0.39724589129646926,0.6670964611016558,140,138
Mariathasan,P10352,0.16782789930918476,0.19262531126038016,0.3604532105695649,0.7034198118520951,140,138
Mariathasan,P10239,0.3031672276751657,0.10493730259160765,0.40810453026677335,0.6560548631674571,140,138
Mariathasan,P10309,0.23595551993559466,0.12333327231717868,0.3592887922527733,0.70454126223679,140,138
Mariathasan,P10055,0.28391002386676334,0.14154333658797594,0.42545336045473925,0.6381195360980924,140,138
Mariathasan,P10164,0.16954450086747141,0.056478706222080316,0.22602320708955173,0.820618573961927,140,138
Mariathasan,P10114,0.10102540114246966,0.05153919914080403,0.15256460028327368,0.8733835204349053,140,138
Mariathasan,P10210,0.022604906621200783,-0.07451744140813275,-0.051912534786931974,0.973344824539941,140,138
Mariathasan,P10303,0.1874606332237663,0.12016302224606529,0.3076236554698316,0.7524918714654893,140,138
Mariathasan,P10016,0.18359234609239578,0.13679489383736027,0.32038723992975604,0.7409805358102122,140,138
Mariathasan,P10057,0.2507685937301247,0.12451571767623293,0.37528431140635765,0.6889835213154081,140,138
Mariathasan,P10025,0.255801978393493,0.1442073680103766,0.4000093464038696,0.6643000707164429,140,138
Mariathasan,P10006,0.21606961157974516,0.0919440801420205,0.3080136917217657,0.7521434237154491,140,138
Mariathasan,P10339,0.08737372498245541,-0.036741778832695554,0.050631946149759854,0.9321599129518948,140,138
Mariathasan,P10190,0.2116559966589178,0.1321469172605276,0.3438029139194454,0.71928758737562,140,138
Mariathasan,P10153,0.25553392703118866,0.11002480071389932,0.36555872774508796,0.6984820259699639,140,138
Mariathasan,P10286,0.12860585442694625,-0.021835320773262,0.10677053365368425,0.9019250943568564,140,138
Mariathasan,P10202,0.20039897860615252,0.12955067269429776,0.3299496513004503,0.7322106653517032,140,138
Mariathasan,P10329,0.2732835521797659,0.2133810337819089,0.48666458596167483,0.5720863697694151,140,138
Mariathasan,P10154,0.35018525675871565,0.19813107079519957,0.5483163275539152,0.5015970942006772,140,138
Mariathasan,P10174,0.12423274503396177,0.07204164643258196,0.19627439146654374,0.8429986907118426,140,138
Mariathasan,P10298,0.09665583887911348,-0.02934368603551749,0.067312152843596,0.9237328935096567,140,138
Mariathasan,P10244,0.027041341680121508,-0.052026624491464134,-0.024985282811342626,0.9643232761793564,140,138
Mariathasan,P10271,0.037165236726319974,-0.06454442923311243,-0.02737919250679246,0.9651775739792763,140,138
Mariathasan,P10027,0.24710723401648668,0.07105819589897572,0.31816542991546237,0.7430004163013401,140,138
Mariathasan,P10274,0.1495754119078316,0.033351891998382344,0.18292730390621395,0.8525960584335776,140,138
Mariathasan,P10159,0.1369422162487729,0.0501606136870322,0.1871028299358051,0.8496234753815489,140,138
Mariathasan,P10149,0.14915296411015272,0.04503649168218234,0.19418945579233507,0.8445161665663462,140,138
Mariathasan,P10022,0.14702903578770507,0.02267277213788228,0.16970180792558734,0.8618305143179943,140,138
Mariathasan,P10052,0.2723223833098403,0.16782204308244433,0.4401444263922847,0.6226552644035876,140,138
Mariathasan,P10192,0.02397206455590297,-0.07798399461988828,-0.05401193006398531,0.9739938071722504,140,138
Mariathasan,P10120,0.29881040789995156,0.0983578879264183,0.39716829582636987,0.6671748463327707,140,138
Mariathasan,P10258,0.3058056352553353,0.15822197970398305,0.4640276149593183,0.5969904380846003,140,138
Mariathasan,P10095,0.046438657033378065,-0.04816035152546961,-0.001721694492091544,0.9554935464994933,140,138
Mariathasan,P10296,0.19464708281118712,0.038060325032740976,0.2327074078439281,0.815404973636815,140,138
Mariathasan,P10257,0.19699288313476707,0.08617567623452305,0.2831685593692901,0.7739150451825354,140,138
Mariathasan,P10180,0.16303502893805957,0.13884855677773938,0.301883585715799,0.7575954965568438,140,138
Mariathasan,P10280,0.1983376347433007,0.08656594512614446,0.28490357986944514,0.7724229067439176,140,138
Mariathasan,P10030,0.23781101960546824,0.09617892972114463,0.33398994932661286,0.7284681451430475,140,138
Mariathasan,P10248,0.18707607605637727,0.07414832511258267,0.26122440116895995,0.7924147974768752,140,138
Mariathasan,P10093,0.21721370373742027,0.09189605613698015,0.3091097598744004,0.7511631001778362,140,138
Mariathasan,P10340,0.08957528708197852,-0.020407161234078774,0.06916812584789975,0.9227659369331712,140,138
Mariathasan,P10245,0.23914863447150603,0.14049765208584855,0.37964628655735455,0.6846843660405026,140,138
Mariathasan,P10137,0.0868102571124192,0.04062040033059699,0.12743065744301618,0.8894726776493654,140,138
Mariathasan,P10314,0.1693063867665754,0.10394451497859447,0.27325090174516986,0.7823618670434177,140,138
Mariathasan,P10235,0.19618138497344947,0.1513522992424195,0.34753368421586894,0.7157637451706663,140,138
Mariathasan,P10036,0.2569286269102045,0.13392153728890596,0.39085016419911045,0.6735324172755948,140,138
Mariathasan,P10316,0.25457842748996384,0.01102940174202436,0.2656078292319882,0.7887749672470904,140,138
Mariathasan,P10213,0.10684749129592709,-0.011024188685248768,0.09582330261067833,0.908236965037083,140,138
Mariathasan,P10054,0.22783425939670907,0.0667598624033795,0.2945941218000886,0.7640105242966975,140,138
Mariathasan,P10260,0.17624536310685363,0.13499076455496004,0.31123612766181363,0.7492565459823556,140,138
Mariathasan,P10290,0.2167403575348267,0.12288590394614646,0.3396262614809732,0.7232107345111212,140,138
Mariathasan,P10229,0.069588413466113,0.028023189724817873,0.09761160319093087,0.9072195214667026,140,138
Mariathasan,P10199,0.2590557131663991,0.16818741009831747,0.4272431232647166,0.636249001453813,140,138
Mariathasan,P10366,0.1193010971520964,0.06011461833329602,0.17941571548539242,0.8550748230186289,140,138
Mariathasan,P10324,0.19889773559100596,0.03340377810342823,0.2323015136944342,0.8157234813157368,140,138
Braun,RCC25_677,-0.12399368997377956,-0.2092140264535853,-0.33320771642736485,0.6176529365783974,139,137
Braun,RCC25_582,-0.12746377278942586,-0.2102369102851651,-0.337700683074591,0.7800356451730738,139,137
Braun,RCC25_678,-0.1265931744945942,-0.20849319208114364,-0.33508636657573787,0.6900032180025871,139,137
Braun,RCC25_7,-0.12737555437504938,-0.21097869436588743,-0.3383542487409368,0.8004403025919946,139,137
Braun,RCC25_624,-0.12404008592849325,-0.20641435374148426,-0.3304544396699775,0.5015970942006772,139,137
Braun,RCC25_982,-0.12827162597250247,-0.21012011707036424,-0.3383917430428667,0.8015841758026403,139,137
Braun,RCC25_646,-0.1276594055924591,-0.20931859112013088,-0.33697799671259,0.756466625714592,139,137
Braun,RCC25_493,-0.1250838632630215,-0.20763446397509944,-0.33271832723812095,0.5978488313893536,139,137
Braun,RCC25_272,-0.12428532330113466,-0.20818824758357193,-0.3324735708847066,0.5878040121736912,139,137
Braun,RCC25_465,-0.12757082594682906,-0.20905106789663752,-0.3366218938434666,0.7444736599437208,139,137
Braun,RCC25_1000,-0.12999506659665802,-0.2124202311408738,-0.3424152977375318,0.9065283656556535,139,137
Braun,RCC25_781,-0.1256079740062903,-0.2083217726471883,-0.33392974665347863,0.6461663234027639,139,137
Braun,RCC25_59,-0.12572044402177251,-0.20949236974010382,-0.33521281376187634,0.6946530156738787,139,137
Braun,RCC25_72,-0.1253504433497222,-0.20886476941500062,-0.3342152127647228,0.6572003566516299,139,137
Braun,RCC25_94,-0.12830049994262407,-0.2092469946164285,-0.3375474945590526,0.7751269966548179,139,137
Braun,RCC25_142,-0.12575021849215423,-0.209652433306561,-0.3354026517987152,0.7015796420649503,139,137
Braun,RCC25_154,-0.1252950238834187,-0.2081019341708348,-0.3333969580542535,0.6252086449717945,139,137
Braun,RCC25_265,-0.1268569532860841,-0.2140533506145758,-0.3409103039006599,0.8715180479145931,139,137
Braun,RCC25_372,-0.12782427466583388,-0.20990690347772906,-0.3377311781435629,0.7810071402200961,139,137
Braun,RCC25_541,-0.1271459913158343,-0.20756927953697257,-0.33471527085280683,0.6761923387558175,139,137
Braun,RCC25_567,-0.12821878339970028,-0.20971141011491007,-0.33793019351461034,0.7873008331387978,139,137
Braun,RCC25_664,-0.12683678935736514,-0.2091255555011349,-0.3359623448585001,0.7216165801652646,139,137
Braun,RCC25_684,-0.12857831115506707,-0.20960477058422672,-0.3381830817392938,0.7951812934290458,139,137
Braun,RCC25_709,-0.12678213884752323,-0.21012241466508585,-0.33690455351260906,0.7540134407080262,139,137
Braun,RCC25_754,-0.12701074071117452,-0.21028130778303417,-0.3372920484942087,0.7668367745409778,139,137
Braun,RCC25_836,-0.12691591589783036,-0.20948074159119168,-0.33639665748902203,0.7367612343931285,139,137
Braun,RCC25_922,-0.12671805068903655,-0.20874654386227423,-0.3354645945513108,0.703825572324063,139,137
Braun,RCC25_941,-0.12584547753104217,-0.2091974308589234,-0.33504290838996553,0.6883985199281417,139,137
Braun,RCC25_944,-0.12687553079844546,-0.21161447928386615,-0.3384900100823116,0.8045682019449377,139,137
Braun,RCC25_965,-0.1253808086480351,-0.20820084869520913,-0.33358165734324424,0.6325269286502999,139,137
Braun,RCC25_988,-0.126965169108118,-0.20982185947939883,-0.33678702858751686,0.7500658564498416,139,137
Braun,RCC25_1024,-0.12532999044370036,-0.21021490235466042,-0.33554489279836075,0.7067265970111669,139,137
Braun,RCC25_1044,-0.12667061708529784,-0.20825703703486778,-0.3349276541201656,0.6841264133295484,139,137
Braun,RCC25_64,-0.12690039856341942,-0.2101315721973363,-0.33703197076075575,0.7582627392309569,139,137
Braun,RCC25_367,-0.12704433295732948,-0.2100421132236235,-0.33708644618095296,0.7600697200200692,139,137
Braun,RCC25_485,-0.126342344032029,-0.20897973479109488,-0.3353220788231239,0.6986477563495499,139,137
Braun,RCC25_728,-0.12736616170908488,-0.2101186563222621,-0.337484818031347,0.7731050058382108,139,137
Braun,RCC10_7,-0.127077065663035,-0.2097539007502162,-0.33683096641325116,0.7515448556112787,139,137
Braun,RCC10_76,-0.12599462531239994,-0.20886961083016026,-0.3348642361425602,0.6817656365667607,139,137
Braun,RCC10_114,-0.12631793824435636,-0.20982996792322411,-0.3361479061675805,0.7281308635412488,139,137
Braun,RCC10_145,-0.12598403896824564,-0.20952549510022855,-0.33550953406847417,0.7054506079531715,139,137
Braun,RCC10_147,-0.12624359029276253,-0.2105872231842644,-0.3368308134770269,0.7515397141278115,139,137
Braun,RCC10_150,-0.13302679140110146,-0.2147099452573787,-0.34773673665848015,0.9864803719593013,139,137
Braun,RCC10_196,-0.12618824774727702,-0.20862652662356562,-0.3348147743708426,0.6799194448679622,139,137
Braun,RCC10_8,-0.12612051142906136,-0.2082322561282757,-0.33435276755733706,0.6624677053220964,139,137
Braun,RCC10_11,-0.1286430793707522,-0.20823483750557775,-0.33687791687632995,0.7531210990904454,139,137
Braun,RCC10_20,-0.1259659294259322,-0.20803274483940368,-0.3339986742653359,0.648843173311497,139,137
Braun,RCC10_25,-0.1266751048146976,-0.20947313100660425,-0.3361482358213018,0.7281423785400641,139,137
Braun,RCC10_28,-0.1278537676736499,-0.20944581035199752,-0.3372995780256474,0.7670830029419942,139,137
Braun,RCC10_35,-0.12549925285116045,-0.20842710416597962,-0.3339263570171401,0.646034478657997,139,137
Braun,RCC10_36,-0.12456149291136091,-0.20883764814182595,-0.33339914105318685,0.6252954660225465,139,137
Braun,RCC10_44,-0.12812638509358334,-0.20942523836239865,-0.337551623455982,0.7752599204941384,139,137
Braun,RCC10_47,-0.12470163938168548,-0.2093107921147081,-0.3340124314963936,0.6493764872288881,139,137
Braun,RCC10_49,-0.1251386704604173,-0.2084871726765421,-0.3336258431369594,0.6342694064567403,139,137
Braun,RCC10_53,-0.12341380027421166,-0.20769978793052718,-0.33111358820473885,0.5303684093002755,139,137
Braun,RCC10_57,-0.12697270537160096,-0.20962416743336573,-0.3365968728049667,0.7436217269897789,139,137
Braun,RCC10_65,-0.12493001726041666,-0.2096930061471131,-0.33462302340752975,0.6727214899488451,139,137
Braun,RCC10_68,-0.12669198426619235,-0.20778279494795118,-0.33447477921414354,0.667112629311004,139,137
Braun,RCC10_72,-0.12240261771579646,-0.2094848656662465,-0.33188748338204294,0.5633822451319784,139,137
Braun,RCC10_84,-0.1258003210788802,-0.20840876341944845,-0.33420908449832865,0.6569649352345438,139,137
Braun,RCC10_90,-0.1258280335406431,-0.20825024188271396,-0.33407827542335705,0.6519245739638545,139,137
Braun,RCC10_92,-0.12460513896182229,-0.20756507087098347,-0.33217020983280576,0.5752273109654938,139,137
Braun,RCC10_93,-0.12517172708930485,-0.20788718653679017,-0.333058913626095,0.6116714194700458,139,137
