cohort,signature,method,auroc_raw,auroc_partialled,delta,corr_with_gep,corr_with_infiltration
Braun,Mast_cells_Bindea_et_al,ssgsea,0.47398556136420217,0.4709982574060244,-0.002987303958177756,0.30133351549450704,0.15148815552333733
Braun,Mismatch_Repair,ssgsea,0.4988797610156833,0.5031117749564351,0.004232013940751789,-0.16552335632935636,-0.2467609739447466
Braun,Molecular_Cancer_m6A,ssgsea,0.5578790141896938,0.5511575802837939,-0.006721433905899854,0.0772636361812918,0.1876427256832114
Braun,NK_CD56dim_cells_Bindea_et_al,ssgsea,0.41175006223549915,0.37341299477221807,-0.03833706746328108,0.4044629556282216,0.41626701283515233
Braun,NK_CD56dim_cells_Danaher_et_al,ssgsea,0.4421209858103062,0.4391336818521285,-0.0029873039581777006,0.21173398348514783,0.12839657240331076
Braun,NK_cells_Bindea_et_al,ssgsea,0.5068459049041574,0.5095842668658203,0.002738361961662883,0.39408314698484515,0.4176500292096872
Braun,NK_cells_Danaher_et_al,ssgsea,0.4814538212596465,0.47249190938511326,-0.008961911874533213,0.4107156254549561,0.39487432608324646
Braun,NK_cells_Rooney_et_al,ssgsea,0.47697286532237987,0.47423450336071693,-0.0027383619616629384,0.1932241094948962,0.206244866073178
Braun,Natural_Killer_Cell_Cytotoxicity_Li_et_al,ssgsea,0.48842419716206126,0.4752302713467762,-0.013193925815285057,0.5075151445209563,0.5148908395855489
Braun,Nature_metabolism_Hypoxia,ssgsea,0.5235250186706497,0.520537714712472,-0.0029873039581777006,0.09041219689574911,0.14023053379196557
Braun,Neutrophils_Bindea_et_al,ssgsea,0.4764749813293503,0.49265621110281305,0.016181229773462757,-0.1583710854236897,-0.3822210630737961
Braun,Neutrophils_Rooney_et_al,ssgsea,0.4316654219566841,0.43739108787652475,0.005725665919840639,-0.23668068505081807,-0.44034128296179914
Braun,Normal_mucosa_Bindea_et_al,ssgsea,0.4276823500124471,0.42643764002987306,-0.0012447099825740326,0.12121680974539077,-0.08050026870214393
Braun,PPAGs,ssgsea,0.43938262384864324,0.43764002987303957,-0.001742593975603668,0.022473875058276426,-0.08335012232032177
Braun,Pan_F_TBRs,ssgsea,0.40154344037839185,0.40179238237490666,0.00024894199651481763,-0.09109910339279423,-0.2329846508808512
Braun,Positive_regulation_of_exosomal_secretion,ssgsea,0.5143141647996017,0.5108289768483943,-0.003485187951207336,0.1849716206275062,0.2622721985564905
Braun,SW480_cancer_cells_Bindea_et_al,ssgsea,0.5200398307194424,0.517799352750809,-0.0022404779686333587,0.12589822801873182,0.11868744249297718
Braun,TAM_Peng_et_al,ssgsea,0.5230271346776201,0.5362210604929052,0.013193925815285112,0.005472332734524574,-0.16079744441562396
Braun,TCR_signaling_Pathway_Li_et_al,ssgsea,0.5187951207368683,0.49290515309932786,-0.025889967637540423,0.7682528691076672,0.7584620331526445
Braun,TFH_Bindea_et_al,ssgsea,0.5041075429424944,0.4936519790888723,-0.010455563853622063,0.267742560326302,0.20110303800470702
Braun,TGFb_Family_Member_Li_et_al,ssgsea,0.5566343042071198,0.5402041324371422,-0.01643017176997763,0.08109674184571188,0.22957258281084617
Braun,TGFb_Family_Member_Receptor_Li_et_al,ssgsea,0.5240229026636793,0.5247697286532238,0.0007468259895444529,0.10839433785380796,-0.049145037028152
Braun,TMEscoreA_CIR,ssgsea,0.5105800348518795,0.45780433159073936,-0.05277570326114017,0.7925050665041647,0.85060095409703
Braun,TMEscoreB_CIR,ssgsea,0.46328105551406523,0.46228528752800596,-0.0009957679860592705,0.23710484977020058,0.0676829557960589
Braun,TNF_Family_Members_Li_et_al,ssgsea,0.47796863330843914,0.4812048792631317,0.0032362459546925737,0.4167340622828084,0.3520793935814138
Braun,TNF_Family_Members_Receptors_Li_et_al,ssgsea,0.45581279561862087,0.42842917600199154,-0.02738361961662933,0.5153391348450106,0.45641150697924565
Braun,T_cell_accumulation_Peng_et_al,ssgsea,0.5807816778690565,0.5586258401792382,-0.022155837689818325,0.40980836581649205,0.45977932372798774
Braun,T_cell_exhaustion_Peng_et_al,ssgsea,0.43639531989046554,0.4493403037092357,0.012944983818770184,-0.17094846330475688,-0.3838907334392091
Braun,T_cell_regulatory_Peng_et_al,ssgsea,0.4996265870052278,0.500622354991287,0.0009957679860592705,-0.6120587255396478,-0.7207268695751391
Braun,T_cells_Bindea_et_al,ssgsea,0.5270102066218572,0.46104057754543193,-0.06596962907642523,0.7592740286867677,0.7310236152189313
Braun,T_helper_cells_Bindea_et_al,ssgsea,0.5521533482698531,0.511326860841424,-0.04082648742842909,0.5971321658315123,0.5507373155910886
Braun,Tcm_Bindea_et_al,ssgsea,0.5578790141896938,0.53647000248942,-0.02140901170027376,0.1428666951547891,0.21264514567472678
Braun,Tem_Bindea_et_al,ssgsea,0.524520786656709,0.500622354991287,-0.023898431665421938,0.3025081691981005,0.4533231176052803
Braun,Tgd_Bindea_et_al,ssgsea,0.5202887727159572,0.5195419467264127,-0.0007468259895444529,0.054827902963192274,0.004114899196863848
Braun,Th17_cells_Bindea_et_al,ssgsea,0.5160567587752054,0.5160567587752054,0.0,-0.09554251451220623,-0.07290791381349475
Braun,Th1_cells_Bindea_et_al,ssgsea,0.540453074433657,0.5329848145382126,-0.007468259895444418,0.6404459199407094,0.5615869439722165
Braun,Th2_cells_Bindea_et_al,ssgsea,0.42643764002987306,0.4055265123226288,-0.020911127707244237,0.47932664872009506,0.3745881477177129
Braun,Treg_Rooney_et_al,ssgsea,0.5553895942245457,0.5710729400049789,0.015683345780433178,-0.39264500560321,-0.253462754640891
Braun,Type_II_IFN_Reponse_Rooney_et_al,ssgsea,0.578790141896938,0.5780433159073936,-0.0007468259895444529,-0.14325261320133423,0.005844314008639559
Braun,Type_I_IFN_Reponse_Rooney_et_al,ssgsea,0.623848643266119,0.6136420214090117,-0.0102066218571073,0.5264649676884877,0.565855934843615
Braun,WNT_target,ssgsea,0.5190440627333831,0.5056011949215833,-0.013442867811799819,0.3442513259336741,0.31408422713750295
Braun,aDC_Bindea_et_al,ssgsea,0.6074184714961414,0.6188698033358228,0.011451331839681389,0.5761057097650982,0.5447357445501735
Braun,iDC_Bindea_et_al,ssgsea,0.4585511575802838,0.41199900423201397,-0.04655215334826984,0.026116864343177573,0.2881491991924756
