"signature","cohort_left_out","pooled_auroc_without"
"IFNG_6gene_Ayers","Nathanson",0.628250099427223
"IFNG_6gene_Ayers","Limagne2",0.627057092701637
"Immune_Checkpoint","Mariathasan",0.609854345108107
"Immune_Checkpoint","Braun",0.615497623987059
"Immune_Checkpoint","Liu",0.61256442082172
"Immune_Checkpoint","Limagne1",0.611618795750911
"Immune_Checkpoint","Puch",0.597518645363694
"Immune_Checkpoint","Van_Allen",0.604109317795815
"Immune_Checkpoint","Gide",0.578724981675485
"Immune_Checkpoint","Kim",0.586627373290292
"Immune_Checkpoint","Riaz",0.598848385042751
"Immune_Checkpoint","Miao1",0.613580598244346
"Immune_Checkpoint","Hugo",0.613850891101276
"Immune_Checkpoint","Jung",0.590153053002818
"Immune_Checkpoint","Nathanson",0.603537513074075
"Immune_Checkpoint","Limagne2",0.599656326603495
"Interferon_Receptor_Li_et_al","Mariathasan",0.53437722979675
"Interferon_Receptor_Li_et_al","Braun",0.533127224385442
"Interferon_Receptor_Li_et_al","Liu",0.529287189021655
"Interferon_Receptor_Li_et_al","Limagne1",0.502447571924002
"Interferon_Receptor_Li_et_al","Puch",0.51390055472414
"Interferon_Receptor_Li_et_al","Van_Allen",0.518216747115735
"Interferon_Receptor_Li_et_al","Gide",0.513729864312811
"Interferon_Receptor_Li_et_al","Kim",0.514638234671303
"Interferon_Receptor_Li_et_al","Riaz",0.516021421603521
"Interferon_Receptor_Li_et_al","Miao1",0.526779822325363
"Interferon_Receptor_Li_et_al","Hugo",0.52371055059707
"Interferon_Receptor_Li_et_al","Jung",0.513033385409278
"Interferon_Receptor_Li_et_al","Nathanson",0.515645829418142
"Interferon_Receptor_Li_et_al","Limagne2",0.519701936786194
"Interferons_Li_et_al","Mariathasan",0.501538036976829
"Interferons_Li_et_al","Braun",0.518134032792638
"Interferons_Li_et_al","Liu",0.516073603611422
"Interferons_Li_et_al","Limagne1",0.51703452188734
"Interferons_Li_et_al","Puch",0.510987356869246
"Interferons_Li_et_al","Van_Allen",0.52500416901368
"Interferons_Li_et_al","Gide",0.50163929518248
"Interferons_Li_et_al","VanDenEnde",0.509618359341248
"Interferons_Li_et_al","Kim",0.51282319667442
"Interferons_Li_et_al","Riaz",0.504184162290462
"Interferons_Li_et_al","Miao1",0.507313765721161
"Interferons_Li_et_al","Hugo",0.5207417567128
"Interferons_Li_et_al","Jung",0.504199412322078
"Interferons_Li_et_al","Nathanson",0.520358245829459
"Interferons_Li_et_al","Limagne2",0.50987872981353
"Interleukins_Li_et_al","Mariathasan",0.526561609341967
"Interleukins_Li_et_al","Braun",0.536765093435005
"Interleukins_Li_et_al","Liu",0.535937786670428
"Interleukins_Li_et_al","Limagne1",0.524375876042267
"Interleukins_Li_et_al","Puch",0.525557574870939
"Interleukins_Li_et_al","Van_Allen",0.525187504618814
"Interleukins_Li_et_al","Gide",0.515959034541411
"Interleukins_Li_et_al","VanDenEnde",0.522108825690389
"Interleukins_Li_et_al","Kim",0.52630923189279
"Interleukins_Li_et_al","Riaz",0.523786675604637
"Interleukins_Li_et_al","Miao1",0.525154780170927
"Interleukins_Li_et_al","Hugo",0.531243360561262
"Interleukins_Li_et_al","Jung",0.522553939673175
"Interleukins_Li_et_al","Nathanson",0.524857680024309
"Interleukins_Li_et_al","Limagne2",0.522192568406322
"Interleukins_Receptor_Li_et_al","Mariathasan",0.548102008452213
"Interleukins_Receptor_Li_et_al","Braun",0.541760839745279
"Interleukins_Receptor_Li_et_al","Liu",0.540750323730742
"Interleukins_Receptor_Li_et_al","Limagne1",0.527775949523646
"Interleukins_Receptor_Li_et_al","Puch",0.527799534220232
"Interleukins_Receptor_Li_et_al","Van_Allen",0.530285103314332
"Interleukins_Receptor_Li_et_al","Gide",0.523994121042763
"Interleukins_Receptor_Li_et_al","Kim",0.531256850132766
"Interleukins_Receptor_Li_et_al","Riaz",0.529327760786632
"Interleukins_Receptor_Li_et_al","Miao1",0.52797676888428
"Interleukins_Receptor_Li_et_al","Hugo",0.535978334423873
"Interleukins_Receptor_Li_et_al","Jung",0.527264480967765
"Interleukins_Receptor_Li_et_al","Nathanson",0.527821337304034
"Interleukins_Receptor_Li_et_al","Limagne2",0.529167458548843
"Lymph_vessels_Bindea_et_al","Mariathasan",0.468093164891265
"Lymph_vessels_Bindea_et_al","Braun",0.47669313382922
"Lymph_vessels_Bindea_et_al","Liu",0.475048352790337
"Lymph_vessels_Bindea_et_al","Limagne1",0.482132585142313
"Lymph_vessels_Bindea_et_al","Puch",0.481600850291997
"Lymph_vessels_Bindea_et_al","Van_Allen",0.479155095395277
"Lymph_vessels_Bindea_et_al","Gide",0.477927177081826
"Lymph_vessels_Bindea_et_al","Kim",0.468998227189916
"Lymph_vessels_Bindea_et_al","Riaz",0.479555037850202
"Lymph_vessels_Bindea_et_al","Miao1",0.479477360634516
"Lymph_vessels_Bindea_et_al","Hugo",0.468112413169223
"Lymph_vessels_Bindea_et_al","Jung",0.47196539641894
"Lymph_vessels_Bindea_et_al","Nathanson",0.473466316706854
"Lymph_vessels_Bindea_et_al","Limagne2",0.477201110356615
"MDSC_Peng_et_al","Mariathasan",0.51287159738331
"MDSC_Peng_et_al","Braun",0.504615710870125
"MDSC_Peng_et_al","Liu",0.493676289231755
"MDSC_Peng_et_al","Limagne1",0.523665459640659
"MDSC_Peng_et_al","Puch",0.512716129432954
"MDSC_Peng_et_al","Van_Allen",0.509442897488461
"MDSC_Peng_et_al","Gide",0.506408221791571
"MDSC_Peng_et_al","VanDenEnde",0.517489466339213
"MDSC_Peng_et_al","Kim",0.506781203058486
"MDSC_Peng_et_al","Riaz",0.511242008172425
"MDSC_Peng_et_al","Miao1",0.514292303635443
"MDSC_Peng_et_al","Hugo",0.505235993565758
"MDSC_Peng_et_al","Jung",0.508254749822759
"MDSC_Peng_et_al","Nathanson",0.51392743818521
"MDSC_Peng_et_al","Limagne2",0.513667339995749
"MDSC_Wang_et_al","Mariathasan",0.442992583185105
"MDSC_Wang_et_al","Braun",0.446923869037797
"MDSC_Wang_et_al","Liu",0.456222424976189
"MDSC_Wang_et_al","Limagne1",0.461770732067013
"MDSC_Wang_et_al","Puch",0.463093945367693
"MDSC_Wang_et_al","Van_Allen",0.458169018149831
"MDSC_Wang_et_al","Gide",0.465398658383075
"MDSC_Wang_et_al","VanDenEnde",0.456456199613048
"MDSC_Wang_et_al","Kim",0.459027207931225
"MDSC_Wang_et_al","Riaz",0.460085425160662
"MDSC_Wang_et_al","Miao1",0.459410010484309
"MDSC_Wang_et_al","Hugo",0.452931844011405
"MDSC_Wang_et_al","Jung",0.459933919059532
"MDSC_Wang_et_al","Nathanson",0.460631843354322
"MDSC_Wang_et_al","Limagne2",0.457552574264272
"MHC_Class_I_Rooney_et_al","Mariathasan",0.629607144351898
"MHC_Class_I_Rooney_et_al","Braun",0.638382423288471
"MHC_Class_I_Rooney_et_al","Liu",0.630551250890516
"MHC_Class_I_Rooney_et_al","Limagne1",0.617794516638672
"MHC_Class_I_Rooney_et_al","Puch",0.608979169073734
"MHC_Class_I_Rooney_et_al","Van_Allen",0.618537230534887
"MHC_Class_I_Rooney_et_al","Gide",0.603234718846433
"MHC_Class_I_Rooney_et_al","Kim",0.615677008573364
"MHC_Class_I_Rooney_et_al","Riaz",0.628097681745315
"MHC_Class_I_Rooney_et_al","Miao1",0.63627760106243
"MHC_Class_I_Rooney_et_al","Hugo",0.625570785608104
"MHC_Class_I_Rooney_et_al","Jung",0.620696325044887
"MHC_Class_I_Rooney_et_al","Nathanson",0.626694682060691
"MHC_Class_I_Rooney_et_al","Limagne2",0.627935517881568
"MHC_I","Mariathasan",0.613485610137511
"MHC_I","Braun",0.613638317094096
"MHC_I","Liu",0.615170781625852
"MHC_I","Limagne1",0.600514651050855
"MHC_I","Puch",0.59775414984241
"MHC_I","Van_Allen",0.603710985568294
"MHC_I","Gide",0.584214937173823
"MHC_I","Kim",0.596343513329844
"MHC_I","Riaz",0.607666404491148
"MHC_I","Miao1",0.613958854668704
"MHC_I","Hugo",0.603175362304036
"MHC_I","Jung",0.601725463241236
"MHC_I","Nathanson",0.608366573672417
"MHC_I","Limagne2",0.609416942654972
"MHC_II","Mariathasan",0.597074909654788
"MHC_II","Braun",0.59613006047536
"MHC_II","Liu",0.582359924881081
"MHC_II","Limagne1",0.583165797847457
"MHC_II","Puch",0.576212592631127
"MHC_II","Van_Allen",0.58425184936678
"MHC_II","Gide",0.568028423608292
"MHC_II","Kim",0.571140220265266
"MHC_II","Riaz",0.58213857086223
"MHC_II","Miao1",0.592437278549679
"MHC_II","Hugo",0.58303685792601
"MHC_II","Jung",0.577464769498816
"MHC_II","Nathanson",0.584794227656431
"MHC_II","Limagne2",0.585417346265438
"MT_exosome","Mariathasan",0.502928746434323
"MT_exosome","Braun",0.523565780692288
"MT_exosome","Liu",0.520685600686656
"MT_exosome","Limagne1",0.507682494327217
"MT_exosome","Puch",0.507273898693061
"MT_exosome","Van_Allen",0.512697389695486
"MT_exosome","Gide",0.509731516246106
"MT_exosome","Kim",0.517185596979342
"MT_exosome","Riaz",0.519832645824027
"MT_exosome","Miao1",0.516105890473626
"MT_exosome","Hugo",0.517756525656443
"MT_exosome","Jung",0.518249356432854
"MT_exosome","Nathanson",0.511508741842414
"MT_exosome","Limagne2",0.514969999594411
"Macrophages_Bindea_et_al","Mariathasan",0.44444825802338
"Macrophages_Bindea_et_al","Braun",0.44605394847733
"Macrophages_Bindea_et_al","Liu",0.456838026691839
"Macrophages_Bindea_et_al","Limagne1",0.467403014691821
"Macrophages_Bindea_et_al","Puch",0.468962209996471
"Macrophages_Bindea_et_al","Van_Allen",0.454083687127252
"Macrophages_Bindea_et_al","Gide",0.460561177925802
"Macrophages_Bindea_et_al","Kim",0.456251583683814
"Macrophages_Bindea_et_al","Riaz",0.45659817896958
"Macrophages_Bindea_et_al","Miao1",0.454415446149063
"Macrophages_Bindea_et_al","Hugo",0.448640543685713
"Macrophages_Bindea_et_al","Jung",0.466590180593046
"Macrophages_Bindea_et_al","Nathanson",0.464006434334998
"Macrophages_Bindea_et_al","Limagne2",0.456931120475059
"Macrophages_Rooney_et_al","Mariathasan",0.423843825903367
"Macrophages_Rooney_et_al","Braun",0.416402797073535
"Macrophages_Rooney_et_al","Liu",0.436826641462717
"Macrophages_Rooney_et_al","Limagne1",0.426421999290705
"Macrophages_Rooney_et_al","Puch",0.443702109880089
"Macrophages_Rooney_et_al","Van_Allen",0.434917493073465
"Macrophages_Rooney_et_al","Gide",0.433505949805471
"Macrophages_Rooney_et_al","VanDenEnde",0.431261591210272
"Macrophages_Rooney_et_al","Kim",0.439536356573783
"Macrophages_Rooney_et_al","Riaz",0.424401435381089
"Macrophages_Rooney_et_al","Miao1",0.427494105067431
"Macrophages_Rooney_et_al","Hugo",0.418349917570733
"Macrophages_Rooney_et_al","Jung",0.444189134267506
"Macrophages_Rooney_et_al","Nathanson",0.437518540588708
"Macrophages_Rooney_et_al","Limagne2",0.42852240943373
"Mast_cells_Bindea_et_al","Mariathasan",0.498742607156699
"Mast_cells_Bindea_et_al","Braun",0.510851098349018
"Mast_cells_Bindea_et_al","Liu",0.51245224588253
"Mast_cells_Bindea_et_al","Limagne1",0.52560175611482
"Mast_cells_Bindea_et_al","Puch",0.511134277147818
"Mast_cells_Bindea_et_al","Van_Allen",0.517376152871073
"Mast_cells_Bindea_et_al","Gide",0.511592909886902
"Mast_cells_Bindea_et_al","Kim",0.508448037447639
"Mast_cells_Bindea_et_al","Riaz",0.513347460060562
"Mast_cells_Bindea_et_al","Miao1",0.519048767365206
"Mast_cells_Bindea_et_al","Hugo",0.510573559649498
"Mast_cells_Bindea_et_al","Jung",0.509708240163705
"Mast_cells_Bindea_et_al","Nathanson",0.518299624609809
"Mast_cells_Bindea_et_al","Limagne2",0.51292591584953
"Mismatch_Repair","Mariathasan",0.508205008367195
"Mismatch_Repair","Braun",NA
"Mismatch_Repair","Liu",NA
"Mismatch_Repair","Limagne1",0.484599695112363
"Mismatch_Repair","Puch",0.488769987006507
"Mismatch_Repair","Van_Allen",NA
"Mismatch_Repair","Gide",0.490234536808646
"Mismatch_Repair","Kim",0.486106490186494
"Mismatch_Repair","Riaz",0.482240540952775
"Mismatch_Repair","Miao1",0.481657164611819
"Mismatch_Repair","Hugo",0.480887370470352
"Mismatch_Repair","Jung",0.4792451901188
"Mismatch_Repair","Nathanson",0.481203676792319
"Mismatch_Repair","Limagne2",0.483457207313462
"NK_CD56dim_cells_Bindea_et_al","Mariathasan",0.534607544764145
"NK_CD56dim_cells_Bindea_et_al","Braun",0.56378372014685
"NK_CD56dim_cells_Bindea_et_al","Liu",0.553050018747269
"NK_CD56dim_cells_Bindea_et_al","Limagne1",0.548068349296046
"NK_CD56dim_cells_Bindea_et_al","Puch",0.537717595723341
"NK_CD56dim_cells_Bindea_et_al","Van_Allen",0.551422118789117
"NK_CD56dim_cells_Bindea_et_al","Gide",0.528654455662624
"NK_CD56dim_cells_Bindea_et_al","Kim",0.547045596093948
"NK_CD56dim_cells_Bindea_et_al","Riaz",0.548332965147482
"NK_CD56dim_cells_Bindea_et_al","Miao1",0.552000094986368
"NK_CD56dim_cells_Bindea_et_al","Hugo",0.558736416332985
"NK_CD56dim_cells_Bindea_et_al","Jung",0.552223655151033
"NK_CD56dim_cells_Bindea_et_al","Nathanson",0.541216997517306
"NK_CD56dim_cells_Bindea_et_al","Limagne2",0.543049907074662
"NK_CD56dim_cells_Danaher_et_al","Mariathasan",0.564713799256244
"NK_CD56dim_cells_Danaher_et_al","Braun",0.583817962595186
"NK_CD56dim_cells_Danaher_et_al","Liu",0.581423831021936
"NK_CD56dim_cells_Danaher_et_al","Limagne1",0.571037468568675
"NK_CD56dim_cells_Danaher_et_al","Puch",0.564796150431395
"NK_CD56dim_cells_Danaher_et_al","Van_Allen",0.574400862671599
"NK_CD56dim_cells_Danaher_et_al","Gide",0.552727738291407
"NK_CD56dim_cells_Danaher_et_al","Kim",0.568216185403664
"NK_CD56dim_cells_Danaher_et_al","Riaz",0.567126521440747
"NK_CD56dim_cells_Danaher_et_al","Miao1",0.575997532352276
"NK_CD56dim_cells_Danaher_et_al","Hugo",0.57981427703224
"NK_CD56dim_cells_Danaher_et_al","Jung",0.565290663974488
"NK_CD56dim_cells_Danaher_et_al","Nathanson",0.570354416682749
"NK_CD56dim_cells_Danaher_et_al","Limagne2",0.564073311387978
"NK_cells_Bindea_et_al","Mariathasan",0.502369685935234
"NK_cells_Bindea_et_al","Braun",0.520401881668425
"NK_cells_Bindea_et_al","Liu",0.514160928070936
"NK_cells_Bindea_et_al","Limagne1",0.507768893328037
"NK_cells_Bindea_et_al","Puch",0.507927880136443
"NK_cells_Bindea_et_al","Van_Allen",0.511894019281623
"NK_cells_Bindea_et_al","Gide",0.503477268015186
"NK_cells_Bindea_et_al","VanDenEnde",0.513115612332819
"NK_cells_Bindea_et_al","Kim",0.51245250806396
"NK_cells_Bindea_et_al","Riaz",0.512120073936748
"NK_cells_Bindea_et_al","Miao1",0.51262598749147
"NK_cells_Bindea_et_al","Hugo",0.515136109764308
"NK_cells_Bindea_et_al","Jung",0.515475022361771
"NK_cells_Bindea_et_al","Nathanson",0.51116220477429
"NK_cells_Bindea_et_al","Limagne2",0.511025959555887
"NK_cells_Danaher_et_al","Mariathasan",0.572986321694467
"NK_cells_Danaher_et_al","Braun",0.595672070488421
"NK_cells_Danaher_et_al","Liu",0.591747083540753
"NK_cells_Danaher_et_al","Limagne1",0.591110751872469
"NK_cells_Danaher_et_al","Puch",0.579678997781855
"NK_cells_Danaher_et_al","Van_Allen",0.588841920296213
"NK_cells_Danaher_et_al","Gide",0.562782175036538
"NK_cells_Danaher_et_al","Kim",0.574227865474955
"NK_cells_Danaher_et_al","Riaz",0.573502207907923
"NK_cells_Danaher_et_al","Miao1",0.589652502092294
"NK_cells_Danaher_et_al","Hugo",0.586204778899762
"NK_cells_Danaher_et_al","Jung",0.576201639854042
"NK_cells_Danaher_et_al","Nathanson",0.579884258230511
"NK_cells_Danaher_et_al","Limagne2",0.578277274941262
"NK_cells_Rooney_et_al","Mariathasan",0.557407776029859
"NK_cells_Rooney_et_al","Braun",0.573555821013499
"NK_cells_Rooney_et_al","Liu",0.572153179036677
"NK_cells_Rooney_et_al","Limagne1",0.566590782134609
"NK_cells_Rooney_et_al","Puch",0.556449264431042
"NK_cells_Rooney_et_al","Van_Allen",0.559385730736559
"NK_cells_Rooney_et_al","Gide",0.549700127796633
"NK_cells_Rooney_et_al","Kim",0.556193944385252
"NK_cells_Rooney_et_al","Riaz",0.554697683456885
"NK_cells_Rooney_et_al","Miao1",0.569924424201641
"NK_cells_Rooney_et_al","Hugo",0.566353466129123
"NK_cells_Rooney_et_al","Jung",0.550649684684279
"NK_cells_Rooney_et_al","Nathanson",0.561298208325881
"NK_cells_Rooney_et_al","Limagne2",0.554840220481938
"Natural_Killer_Cell_Cytotoxicity_Li_et_al","Mariathasan",0.56740367487234
"Natural_Killer_Cell_Cytotoxicity_Li_et_al","Braun",0.573100234182489
"Natural_Killer_Cell_Cytotoxicity_Li_et_al","Liu",0.570501689175069
"Natural_Killer_Cell_Cytotoxicity_Li_et_al","Limagne1",0.559001126936065
"Natural_Killer_Cell_Cytotoxicity_Li_et_al","Puch",0.551805460643641
"Natural_Killer_Cell_Cytotoxicity_Li_et_al","Van_Allen",0.566266106333095
"Natural_Killer_Cell_Cytotoxicity_Li_et_al","Gide",0.544012768453243
"Natural_Killer_Cell_Cytotoxicity_Li_et_al","VanDenEnde",0.56678355532756
"Natural_Killer_Cell_Cytotoxicity_Li_et_al","Kim",0.55663333768761
"Natural_Killer_Cell_Cytotoxicity_Li_et_al","Riaz",0.55880489582327
"Natural_Killer_Cell_Cytotoxicity_Li_et_al","Miao1",0.56473454718351
"Natural_Killer_Cell_Cytotoxicity_Li_et_al","Hugo",0.569099890204541
"Natural_Killer_Cell_Cytotoxicity_Li_et_al","Jung",0.555801053244629
"Natural_Killer_Cell_Cytotoxicity_Li_et_al","Nathanson",0.559380827248812
"Natural_Killer_Cell_Cytotoxicity_Li_et_al","Limagne2",0.560999444276991
"Nature_metabolism_Hypoxia","Mariathasan",0.499796286462298
"Nature_metabolism_Hypoxia","Braun",0.505076196971845
"Nature_metabolism_Hypoxia","Liu",0.494294893090767
"Nature_metabolism_Hypoxia","Limagne1",0.494653085105443
"Nature_metabolism_Hypoxia","Puch",0.497118569427453
"Nature_metabolism_Hypoxia","Van_Allen",0.496020293881341
"Nature_metabolism_Hypoxia","Gide",0.494853880151426
"Nature_metabolism_Hypoxia","Kim",0.495426242788352
"Nature_metabolism_Hypoxia","Riaz",0.502024555577612
"Nature_metabolism_Hypoxia","Miao1",0.503506560324223
"Nature_metabolism_Hypoxia","Hugo",0.50480835942138
"Nature_metabolism_Hypoxia","Jung",0.492195388448587
"Nature_metabolism_Hypoxia","Nathanson",0.495650673340447
"Nature_metabolism_Hypoxia","Limagne2",0.499375053097559
"Neutrophils_Bindea_et_al","Mariathasan",0.480182478487939
"Neutrophils_Bindea_et_al","Braun",0.48795967566392
"Neutrophils_Bindea_et_al","Liu",0.4871775586163
"Neutrophils_Bindea_et_al","Limagne1",0.491390431863489
"Neutrophils_Bindea_et_al","Puch",0.49275390259612
"Neutrophils_Bindea_et_al","Van_Allen",0.492483645197719
"Neutrophils_Bindea_et_al","Gide",0.497332132921773
"Neutrophils_Bindea_et_al","Kim",0.490284874033635
"Neutrophils_Bindea_et_al","Riaz",0.492458415373341
"Neutrophils_Bindea_et_al","Miao1",0.497752793487049
"Neutrophils_Bindea_et_al","Hugo",0.48443388220805
"Neutrophils_Bindea_et_al","Jung",0.495942124184926
"Neutrophils_Bindea_et_al","Nathanson",0.494276120728114
"Neutrophils_Bindea_et_al","Limagne2",0.491155373235651
"Neutrophils_Rooney_et_al","Mariathasan",0.463919224291794
"Neutrophils_Rooney_et_al","Braun",0.462616299600488
"Neutrophils_Rooney_et_al","Liu",0.46294728888849
"Neutrophils_Rooney_et_al","Limagne1",0.469136788333158
"Neutrophils_Rooney_et_al","Puch",0.473525750771223
"Neutrophils_Rooney_et_al","Van_Allen",0.470250303006008
"Neutrophils_Rooney_et_al","Gide",0.475804527929638
"Neutrophils_Rooney_et_al","Kim",0.469176334999743
"Neutrophils_Rooney_et_al","Riaz",0.472339315327602
"Neutrophils_Rooney_et_al","Miao1",0.471440677595897
"Neutrophils_Rooney_et_al","Hugo",0.464176751671584
"Neutrophils_Rooney_et_al","Jung",0.474232606601834
"Neutrophils_Rooney_et_al","Nathanson",0.471526612510266
"Neutrophils_Rooney_et_al","Limagne2",0.469820170499343
"Normal_mucosa_Bindea_et_al","Mariathasan",0.514158647599974
"Normal_mucosa_Bindea_et_al","Braun",0.524640878800136
"Normal_mucosa_Bindea_et_al","Liu",0.524365545588142
"Normal_mucosa_Bindea_et_al","Limagne1",0.536679188588789
"Normal_mucosa_Bindea_et_al","Puch",0.529577716537591
"Normal_mucosa_Bindea_et_al","Van_Allen",0.521318711095418
"Normal_mucosa_Bindea_et_al","Gide",0.518404683115668
"Normal_mucosa_Bindea_et_al","Kim",0.510764636387856
"Normal_mucosa_Bindea_et_al","Riaz",0.523593742906669
"Normal_mucosa_Bindea_et_al","Miao1",0.527557605988937
"Normal_mucosa_Bindea_et_al","Hugo",0.513001714706642
"Normal_mucosa_Bindea_et_al","Jung",0.513081481189686
"Normal_mucosa_Bindea_et_al","Nathanson",0.519737128868229
"Normal_mucosa_Bindea_et_al","Limagne2",0.525495675789742
"PPAGs","Mariathasan",0.514241415904148
"PPAGs","Braun",0.51296691898136
"PPAGs","Liu",0.516799812242096
"PPAGs","Limagne1",0.53441673441567
"PPAGs","Puch",0.523577283691629
"PPAGs","Van_Allen",0.522875657276427
"PPAGs","Gide",0.520243017450534
"PPAGs","Kim",0.517869067938745
"PPAGs","Riaz",0.519717350185476
"PPAGs","Miao1",0.524157324554772
"PPAGs","Hugo",0.51262591226956
"PPAGs","Jung",0.516634044373201
"PPAGs","Nathanson",0.526992609601139
"PPAGs","Limagne2",0.519366934722534
"Pan_F_TBRs","Mariathasan",0.488483656026928
"Pan_F_TBRs","Braun",0.497446117448168
"Pan_F_TBRs","Liu",0.493416825062881
"Pan_F_TBRs","Limagne1",0.515273958770465
"Pan_F_TBRs","Puch",0.50939542253276
"Pan_F_TBRs","Van_Allen",0.501566409192698
"Pan_F_TBRs","Gide",0.497897729255847
"Pan_F_TBRs","Kim",0.487605292537648
"Pan_F_TBRs","Riaz",0.493153572452335
"Pan_F_TBRs","Miao1",0.50644326043671
"Pan_F_TBRs","Hugo",0.486727476177323
"Pan_F_TBRs","Jung",0.489836371859551
"Pan_F_TBRs","Nathanson",0.500144290230338
"Pan_F_TBRs","Limagne2",0.499879615390153
"Positive_regulation_of_exosomal_secretion","Mariathasan",0.47379501334124
"Positive_regulation_of_exosomal_secretion","Braun",0.505494510790256
"Positive_regulation_of_exosomal_secretion","Liu",0.498140764463095
"Positive_regulation_of_exosomal_secretion","Limagne1",0.488903926089343
"Positive_regulation_of_exosomal_secretion","Puch",0.494850063881444
"Positive_regulation_of_exosomal_secretion","Van_Allen",0.492651315151107
"Positive_regulation_of_exosomal_secretion","Gide",0.492203440432469
"Positive_regulation_of_exosomal_secretion","Kim",0.497944473767321
"Positive_regulation_of_exosomal_secretion","Riaz",0.505615303425277
"Positive_regulation_of_exosomal_secretion","Miao1",NA
"Positive_regulation_of_exosomal_secretion","Hugo",0.494370512522714
"Positive_regulation_of_exosomal_secretion","Jung",0.495631310408604
"Positive_regulation_of_exosomal_secretion","Nathanson",0.493181239825597
"Positive_regulation_of_exosomal_secretion","Limagne2",0.495856849123196
"Roh_immune","Mariathasan",0.624219700104701
"Roh_immune","Braun",0.628869737759265
"Roh_immune","Liu",0.624581423676724
"Roh_immune","Limagne1",0.6127373418301
"Roh_immune","Puch",0.603811018488224
"Roh_immune","Van_Allen",0.616220966802293
"Roh_immune","Gide",0.591523093886867
"Roh_immune","Kim",0.604337756609144
"Roh_immune","Riaz",0.614033106715386
"Roh_immune","Miao1",0.626735217670111
"Roh_immune","Hugo",0.6234927000951
"Roh_immune","Jung",0.606820932851647
"Roh_immune","Nathanson",0.619476819583055
"Roh_immune","Limagne2",0.611630457180926
"SW480_cancer_cells_Bindea_et_al","Mariathasan",0.567297348112084
"SW480_cancer_cells_Bindea_et_al","Braun",0.576639610423967
"SW480_cancer_cells_Bindea_et_al","Liu",0.574882049456429
"SW480_cancer_cells_Bindea_et_al","Limagne1",0.580030153429
"SW480_cancer_cells_Bindea_et_al","Puch",0.578922209735378
"SW480_cancer_cells_Bindea_et_al","Van_Allen",0.58464919614886
"SW480_cancer_cells_Bindea_et_al","Gide",0.577061523928968
"SW480_cancer_cells_Bindea_et_al","Kim",0.579417175139958
"SW480_cancer_cells_Bindea_et_al","Riaz",0.572801619048206
"SW480_cancer_cells_Bindea_et_al","Miao1",0.580652716952061
"SW480_cancer_cells_Bindea_et_al","Hugo",0.570351403080474
"SW480_cancer_cells_Bindea_et_al","Jung",0.573322309548503
"SW480_cancer_cells_Bindea_et_al","Nathanson",0.584089691274866
"SW480_cancer_cells_Bindea_et_al","Limagne2",0.57776142010191
"TAM_Peng_et_al","Mariathasan",0.49143374233145
"TAM_Peng_et_al","Braun",0.491960582494258
"TAM_Peng_et_al","Liu",0.4965667340888
"TAM_Peng_et_al","Limagne1",0.518811871454309
"TAM_Peng_et_al","Puch",0.514819953434526
"TAM_Peng_et_al","Van_Allen",0.50523369472525
"TAM_Peng_et_al","Gide",0.500545458727446
"TAM_Peng_et_al","Kim",0.496183172474109
"TAM_Peng_et_al","Riaz",0.503034758465789
"TAM_Peng_et_al","Miao1",0.503884158988967
"TAM_Peng_et_al","Hugo",0.495695290067142
"TAM_Peng_et_al","Jung",0.500323646261108
"TAM_Peng_et_al","Nathanson",0.511896994228142
"TAM_Peng_et_al","Limagne2",0.507743607495618
"TCR_signaling_Pathway_Li_et_al","Mariathasan",0.565591734443187
"TCR_signaling_Pathway_Li_et_al","Braun",0.569938175378959
"TCR_signaling_Pathway_Li_et_al","Liu",0.563504809871316
"TCR_signaling_Pathway_Li_et_al","Limagne1",0.549509441346313
"TCR_signaling_Pathway_Li_et_al","Puch",0.544560975843213
"TCR_signaling_Pathway_Li_et_al","Van_Allen",0.558383844816928
"TCR_signaling_Pathway_Li_et_al","Gide",0.540965116409657
"TCR_signaling_Pathway_Li_et_al","Kim",0.557710845518872
"TCR_signaling_Pathway_Li_et_al","Riaz",0.555524501168824
"TCR_signaling_Pathway_Li_et_al","Miao1",0.556012706773587
"TCR_signaling_Pathway_Li_et_al","Hugo",0.56423421372255
"TCR_signaling_Pathway_Li_et_al","Jung",0.561399513483284
"TCR_signaling_Pathway_Li_et_al","Nathanson",0.557690886680888
"TCR_signaling_Pathway_Li_et_al","Limagne2",0.558648782808094
"TFH_Bindea_et_al","Mariathasan",0.526876946339133
"TFH_Bindea_et_al","Braun",0.540327283625629
"TFH_Bindea_et_al","Liu",0.537009741964369
"TFH_Bindea_et_al","Limagne1",0.518966910037793
"TFH_Bindea_et_al","Puch",0.521675249605832
"TFH_Bindea_et_al","Van_Allen",0.526076820285669
"TFH_Bindea_et_al","Gide",0.516636307692312
"TFH_Bindea_et_al","Kim",0.535755038292532
"TFH_Bindea_et_al","Riaz",0.524846855260135
"TFH_Bindea_et_al","Miao1",0.527926027726887
"TFH_Bindea_et_al","Hugo",0.537375869510742
"TFH_Bindea_et_al","Jung",0.535297925478975
"TFH_Bindea_et_al","Nathanson",0.526901081884413
"TFH_Bindea_et_al","Limagne2",0.528288166228298
"TGFb_Family_Member_Li_et_al","Mariathasan",0.521406406540498
